WESD,GHI,PRCP,SNWD,TAVG,DISCHRG_LAG,DISCHRG
746.8,123.08,17.8,1956.0,1.4,14.31,14.2
782.3,55.96,25.4,2235.0,-0.4,14.2,17.84
797.6,63.75,17.8,2210.0,-2.6,17.84,31.53
800.1,126.5,2.5,2261.0,-3.7,31.53,37.42
802.6,157.83,2.5,2235.0,-3.0,37.42,35.1
802.6,136.54,0.0,2235.0,-3.3,35.1,31.63
802.6,231.54,2.5,2184.0,-0.2,31.63,28.15
797.6,157.0,0.0,2134.0,2.2,28.15,26.05
795.0,149.79,0.0,2057.0,3.1,26.05,24.82
779.8,264.12,0.0,2007.0,4.5,24.82,23.52
764.5,284.5,0.0,1981.0,7.0,23.52,22.76
751.8,282.38,0.0,1930.0,9.4,22.76,22.36
736.6,267.62,0.0,1854.0,8.6,22.36,23.32
718.8,98.46,0.0,1854.0,1.8,23.32,26.58
716.3,287.71,0.0,1854.0,-0.6,26.58,29.32
711.2,302.25,0.0,1829.0,-0.3,29.32,27.42
713.7,237.12,5.1,1803.0,3.9,27.42,23.33
711.2,88.42,0.0,1803.0,1.1,23.33,20.72
708.7,312.12,0.0,1778.0,2.5,20.72,20.43
698.5,315.12,2.5,1753.0,7.1,20.43,19.63
678.2,245.08,0.0,1676.0,6.3,19.63,19.44
657.9,257.5,0.0,1651.0,5.5,19.44,19.84
637.5,299.25,0.0,1600.0,8.1,19.84,20.64
614.7,308.83,0.0,1549.0,5.9,20.64,21.68
