WESD,GHI,PRCP,SNWD,TAVG,DISCHRG_LAG,DISCHRG
43.2,57.5,15.2,0.0,1.0,1.43,2.79
63.5,98.5,0.0,25.38,0.5,2.79,2.35
114.3,95.88,0.0,50.77,5.1,2.35,2.04
172.7,94.33,0.0,76.15,2.3,2.04,1.8
134.6,54.42,0.0,101.54,1.7,1.8,1.66
91.4,67.54,12.7,126.92,-0.4,1.66,1.67
88.9,67.96,17.8,152.31,-2.7,1.67,1.71
88.9,40.25,0.0,177.69,-5.5,1.71,1.61
86.4,69.58,0.0,203.08,-5.8,1.61,1.55
91.4,73.83,0.0,228.46,-6.2,1.55,1.47
127.0,86.96,0.0,253.85,-4.9,1.47,1.4
165.1,88.71,5.1,279.23,-4.3,1.4,1.36
170.2,35.33,10.2,304.62,-1.9,1.36,1.33
144.8,57.83,2.5,330.0,1.6,1.33,1.28
129.5,40.25,2.5,355.38,2.4,1.28,1.24
119.4,42.17,5.1,380.77,3.1,1.24,1.23
104.1,48.54,0.0,406.15,3.3,1.23,1.18
96.5,44.92,0.0,431.54,4.4,1.18,1.15
106.7,37.38,10.2,456.92,1.4,1.15,1.47
109.2,63.62,7.6,482.31,0.5,1.47,1.33
101.6,77.0,2.5,507.69,1.3,1.33,1.25
116.8,32.0,7.6,533.08,1.7,1.25,1.25
127.0,21.29,7.6,558.46,0.7,1.25,1.51
167.6,20.17,20.3,583.85,-0.5,1.51,4.8
185.4,26.21,45.7,609.23,-1.7,4.8,8.39
193.0,27.0,10.2,634.62,-2.6,8.39,5.51
193.0,23.83,0.0,660.0,-4.1,5.51,4.17
193.0,42.38,2.5,610.0,-2.0,4.17,3.38
193.0,31.71,0.0,610.0,1.2,3.38,2.96
203.2,36.33,10.2,648.0,-0.4,2.96,2.67
228.6,19.29,53.3,686.0,0.1,2.67,4.41
215.9,21.25,81.3,686.0,2.4,4.41,45.98
226.1,27.08,17.8,686.0,0.3,45.98,41.81
233.7,25.0,5.1,686.0,-0.5,41.81,22.01
243.8,28.75,5.1,686.0,-3.5,22.01,13.24
248.9,58.0,0.0,686.0,-5.5,13.24,9.5
251.5,61.62,2.5,686.0,-3.5,9.5,7.44
259.1,62.33,2.5,673.25,-4.3,7.44,6.1
266.7,48.58,7.6,660.5,-2.4,6.1,5.32
269.2,39.5,0.0,647.75,0.1,5.32,4.73
269.2,71.25,0.0,635.0,2.3,4.73,4.32
271.8,29.29,2.5,711.0,0.4,4.32,3.95
330.2,18.75,91.4,737.0,1.3,3.95,4.93
345.4,41.96,27.9,813.0,0.3,4.93,11.3
365.8,31.29,7.6,889.0,-1.5,11.3,10.67
383.5,42.38,30.5,1244.67,2.8,10.67,10.73
426.7,31.5,25.4,1600.33,-3.0,10.73,13.0
467.4,28.71,25.4,1956.0,-2.9,13.0,12.22
599.4,19.83,114.3,2007.0,-0.4,12.22,41.59
645.2,18.12,27.9,1981.0,0.8,41.59,49.66
660.4,53.38,2.5,2108.0,-4.1,49.66,29.04
670.6,49.88,22.9,2298.5,-5.1,29.04,18.49
726.4,19.46,30.5,2489.0,-3.1,18.49,15.3
797.6,32.25,38.1,2642.0,-3.2,15.3,26.93
871.2,34.54,40.6,2682.6,-4.9,26.93,21.72
886.5,43.21,15.2,2723.2,-7.0,21.72,16.19
904.2,33.83,17.8,2763.8,-8.8,16.19,11.72
914.4,28.0,10.2,2804.4,-7.0,11.72,9.3
927.1,41.04,12.7,2845.0,-4.8,9.3,7.92
937.3,46.71,10.2,2845.0,-5.7,7.92,6.67
957.6,40.92,20.3,2845.0,-0.4,6.67,7.06
962.7,53.17,0.0,2794.0,2.6,7.06,7.77
970.3,31.0,0.0,2642.0,2.9,7.77,8.66
1005.8,29.88,5.1,2794.0,-0.2,8.66,10.95
1064.3,28.5,38.1,3048.0,0.3,10.95,14.55
1051.6,30.29,88.9,2718.0,2.6,14.55,21.48
1043.9,36.96,7.6,2794.0,0.8,21.48,27.13
1056.6,73.25,17.8,2642.0,1.2,27.13,20.7
1079.5,66.29,17.8,2845.0,0.5,20.7,17.83
1127.8,48.38,17.8,3023.0,-0.8,17.83,17.78
1150.6,62.33,35.6,3175.0,0.6,17.78,26.57
1191.3,34.83,10.2,3175.0,-0.1,26.57,20.14
1201.4,70.38,55.9,3200.0,0.5,20.14,16.65
1239.5,28.79,55.9,2896.0,4.3,16.65,17.27
1229.4,40.79,27.9,2667.0,-0.5,17.27,28.25
1209.0,82.33,5.1,2565.0,-6.3,28.25,21.56
1214.1,66.71,5.1,2667.0,-6.1,21.56,14.53
1262.4,39.04,48.3,3023.0,-5.1,14.53,11.0
1419.9,32.62,152.4,3378.0,0.1,11.0,10.64
1559.6,34.75,139.7,3556.0,0.9,10.64,19.86
1595.1,37.58,35.6,3581.0,0.5,19.86,31.69
1635.8,81.46,40.6,3708.0,-2.2,31.69,30.06
1640.8,100.33,2.5,3556.0,-3.1,30.06,19.52
1648.5,129.42,0.0,3607.0,-1.7,19.52,13.79
1658.6,83.46,5.1,3531.0,-0.8,13.79,10.72
1666.2,124.08,2.5,3505.0,-1.3,10.72,8.91
1681.5,47.58,10.2,3505.0,-1.9,8.91,7.67
1706.9,114.62,25.4,3658.0,-3.2,7.67,7.0
1760.2,51.96,45.7,4064.0,-2.1,7.0,7.06
1788.2,71.38,15.2,4064.0,-4.1,7.06,7.31
1800.9,62.58,2.5,4064.0,-4.6,7.31,6.57
1803.4,153.67,0.0,4039.0,-5.7,6.57,5.94
1811.0,156.54,0.0,4013.0,-2.6,5.94,5.43
1813.6,156.17,0.0,3988.0,-0.6,5.43,4.97
1818.6,153.54,0.0,3962.0,0.5,4.97,4.58
1821.2,127.5,2.5,3886.0,-0.5,4.58,4.27
1874.5,61.67,25.4,4115.0,-2.6,4.27,4.94
1884.7,97.25,2.5,4089.0,-4.4,4.94,4.93
1889.8,131.46,0.0,4064.0,0.3,4.93,4.56
1897.4,120.46,0.0,4039.0,0.2,4.56,4.36
1902.5,170.29,0.0,3988.0,1.7,4.36,4.16
1915.2,149.33,5.1,3988.0,2.4,4.16,4.08
1948.2,87.5,12.7,4216.0,-3.7,4.08,4.91
1948.2,115.17,2.5,4140.0,-5.4,4.91,4.49
1988.8,114.29,2.5,4293.0,-1.1,4.49,4.27
2009.1,103.29,0.0,4267.0,0.4,4.27,4.54
2011.7,125.67,5.1,4191.0,-1.6,4.54,5.31
2016.8,145.42,2.5,4216.0,1.2,5.31,4.92
2024.4,123.12,7.6,4242.0,-0.2,4.92,5.27
2029.5,129.17,5.1,4242.0,-2.7,5.27,5.17
2034.5,170.46,5.1,4216.0,-4.1,5.17,4.88
2037.1,182.58,2.5,4191.0,-3.2,4.88,4.57
2039.6,72.62,2.5,4140.0,-1.2,4.57,4.26
2042.2,197.54,2.5,4115.0,-0.6,4.26,3.98
2047.2,152.12,5.1,4089.0,-2.1,3.98,3.69
2059.9,124.46,12.7,4166.0,-3.9,3.69,3.59
2072.6,153.08,12.7,4369.0,-7.5,3.59,3.47
2075.2,165.58,2.5,4293.0,-4.8,3.47,3.21
2080.3,216.25,5.1,4293.0,2.0,3.21,3.09
2075.2,216.75,2.5,4242.0,2.5,3.09,3.02
2057.4,219.42,17.8,4191.0,1.4,3.02,2.96
2054.9,205.67,0.0,4166.0,3.1,2.96,2.84
2054.9,226.25,0.0,4115.0,2.9,2.84,2.73
2059.9,224.21,0.0,4064.0,1.5,2.73,2.64
2065.0,228.42,0.0,4039.0,3.2,2.64,2.57
2082.8,131.88,7.6,4039.0,-1.9,2.57,2.81
2103.1,162.75,10.2,4267.0,-2.3,2.81,3.18
2118.4,157.17,12.7,4267.0,-2.9,3.18,3.22
2120.9,152.88,5.1,4242.0,-2.7,3.22,3.19
2138.7,172.58,2.5,4293.0,-1.0,3.19,3.16
2164.1,131.92,17.8,4420.0,0.5,3.16,3.56
2189.5,174.25,17.8,4394.0,0.4,3.56,10.09
2235.2,147.08,12.7,4851.0,-2.1,10.09,15.68
2260.6,182.96,27.9,4902.0,-2.8,15.68,13.26
2265.7,207.38,7.6,4801.0,-2.7,13.26,10.26
2270.8,177.83,0.0,4775.0,-3.9,10.26,8.26
2275.8,170.92,0.0,4699.0,-5.0,8.26,6.85
2283.5,228.67,2.5,4648.0,-2.9,6.85,5.88
2286.0,153.62,20.3,4623.0,1.0,5.88,5.23
2283.5,177.79,0.0,4547.0,1.3,5.23,4.65
2280.9,275.33,0.0,4496.0,0.7,4.65,4.24
2275.8,284.62,0.0,4420.0,6.0,4.24,3.94
2270.8,285.71,0.0,4394.0,8.1,3.94,3.73
2265.7,282.33,0.0,4293.0,5.9,3.73,3.62
2265.7,233.29,0.0,4242.0,0.4,3.62,3.55
2263.1,279.67,0.0,4242.0,1.1,3.55,3.34
2260.6,302.12,0.0,4216.0,2.2,3.34,3.15
2255.5,284.21,0.0,4191.0,3.7,3.15,3.0
2253.0,243.29,0.0,4140.0,3.0,3.0,2.88
2250.4,291.33,0.0,4115.0,4.8,2.88,2.77
