WESD,GHI,PRCP,SNWD,TAVG,DISCHRG_LAG,DISCHRG
1003.3,77.42,20.3,2337.0,-4.7,11.39,17.2
1000.8,71.17,15.2,2388.0,-4.9,17.2,10.55
1013.5,40.0,5.1,2438.0,-4.5,10.55,6.7
1084.6,42.21,40.6,2540.0,1.9,6.7,7.46
1127.8,40.0,99.1,2438.0,3.4,7.46,75.6
1112.5,36.58,58.4,2464.0,1.8,75.6,170.7
1125.2,43.0,33.0,2616.0,-1.4,170.7,57.81
1120.1,125.17,0.0,2591.0,-1.8,57.81,26.19
1117.6,135.17,0.0,2591.0,-0.1,26.19,13.67
1120.1,99.0,0.0,2565.0,1.8,13.67,9.87
1115.1,139.0,0.0,2565.0,0.0,9.87,9.06
1120.1,50.88,5.1,2540.0,0.4,9.06,8.44
1127.8,80.67,12.7,2616.0,-1.7,8.44,7.93
1150.6,55.62,20.3,2718.0,-1.2,7.93,7.35
1165.9,44.29,12.7,2896.0,-2.2,7.35,6.89
1168.4,142.21,15.2,2845.0,-3.2,6.89,6.43
1168.4,154.67,0.0,2845.0,-2.3,6.43,5.86
1165.9,158.54,0.0,2845.0,0.7,5.86,5.17
1165.9,157.04,0.0,2819.0,2.1,5.17,5.09
1165.9,162.62,0.0,2794.0,3.9,5.09,5.06
1165.9,141.46,0.0,2769.0,1.9,5.06,4.81
1204.0,81.5,30.5,2921.0,-1.0,4.81,4.77
1211.6,137.12,10.2,2921.0,-2.4,4.77,4.63
1214.1,136.5,0.0,2896.0,1.5,4.63,4.58
1221.7,168.71,0.0,2870.0,1.7,4.58,4.43
1221.7,175.04,0.0,2870.0,5.5,4.43,4.35
1229.4,33.5,7.6,2870.0,4.0,4.35,4.55
1252.2,35.04,25.4,3048.0,-2.3,4.55,4.96
1252.2,35.79,0.0,2972.0,-3.2,4.96,5.73
1267.5,24.71,12.7,3023.0,-0.4,5.73,5.39
1272.5,32.33,5.1,2997.0,1.8,5.39,5.2
1272.5,173.12,2.5,2972.0,0.5,5.2,5.47
1275.1,156.21,0.0,2946.0,3.1,5.47,6.15
1290.3,112.83,17.8,2997.0,0.6,6.15,6.68
1295.4,140.5,5.1,2972.0,-1.8,6.68,7.47
1295.4,173.83,2.5,2972.0,-2.9,7.47,6.73
1295.4,188.92,0.0,2997.0,-0.6,6.73,5.97
1295.4,158.79,0.0,2972.0,2.4,5.97,5.33
1297.9,214.33,0.0,2972.0,1.0,5.33,5.16
1295.4,210.38,0.0,2921.0,-0.4,5.16,5.12
1303.0,53.88,10.2,3048.0,-2.1,5.12,5.18
1308.1,49.12,2.5,3124.0,-4.8,5.18,5.2
1310.6,209.42,0.0,3099.0,-1.4,5.2,4.84
1310.6,218.46,0.0,3048.0,4.8,4.84,4.6
1315.7,223.25,0.0,3023.0,4.2,4.6,4.42
1318.3,216.21,0.0,3023.0,1.8,4.42,4.44
1323.3,231.92,0.0,2946.0,4.8,4.44,4.33
1328.4,62.58,0.0,2921.0,5.5,4.33,4.28
1331.0,53.54,0.0,2921.0,4.2,4.28,4.35
1333.5,116.21,0.0,2921.0,4.6,4.35,4.53
1358.9,41.17,25.4,3073.0,-0.7,4.53,4.93
1389.4,49.71,30.5,3302.0,-1.3,4.93,4.87
1397.0,24.46,2.5,3277.0,-1.9,4.87,4.84
1397.0,40.58,2.5,3277.0,-1.9,4.84,4.61
1417.3,57.38,15.2,3353.0,0.1,4.61,4.46
1485.9,40.79,43.2,3480.0,1.1,4.46,4.44
1536.7,50.0,73.7,3556.0,1.3,4.44,5.07
1600.2,63.62,58.4,3835.0,-0.6,5.07,7.76
1618.0,39.92,15.2,3912.0,-1.4,7.76,12.67
1628.1,57.25,10.2,3912.0,-1.3,12.67,11.98
1635.8,164.83,10.2,3886.0,-2.0,11.98,10.1
1638.3,102.83,0.0,3759.0,-2.7,10.1,8.72
1640.8,203.83,0.0,3861.0,-1.1,8.72,7.6
1643.4,236.21,0.0,3785.0,1.3,7.6,7.09
1645.9,219.75,0.0,3734.0,2.5,7.09,6.61
1645.9,281.0,0.0,3505.0,2.7,6.61,6.34
1645.9,287.08,0.0,3658.0,8.3,6.34,6.15
1640.8,289.0,0.0,3581.0,10.8,6.15,6.16
1630.7,285.0,0.0,3531.0,8.1,6.16,6.43
1623.1,282.5,0.0,3327.0,3.8,6.43,7.16
1623.1,295.04,0.0,3353.0,3.4,7.16,6.78
1620.5,301.29,0.0,3353.0,4.2,6.78,5.9
1618.0,81.46,0.0,3353.0,5.4,5.9,5.28
1607.8,74.25,0.0,3302.0,5.0,5.28,5.19
1600.2,71.92,0.0,3251.0,6.0,5.19,4.95
1590.0,83.08,0.0,3277.0,9.5,4.95,5.18
